.392258708951874,-.507042600361703, 
.392258708951874,-.507042600361703, 
.392258708951874,-.507042600361703, 
-.545173120916163,-.507042600361703, 
5.07941785829206,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,-.507042600361703, 
.860974623885892,-.507042600361703, 
.860974623885892,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,1.95823349105211, 
.860974623885892,-.507042600361703, 
.860974623885892,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,1.95823349105211, 
-.545173120916163,-.507042600361703, 
-.545173120916163,1.95823349105211, 
-.545173120916163,-.507042600361703, 
-.545173120916163,-.507042600361703, 
2.26712236868795,-.507042600361703, 
2.26712236868795,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,1.95823349105211, 
-.545173120916163,-.507042600361703, 
2.26712236868795,-.507042600361703, 
2.26712236868795,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,1.95823349105211, 
-.545173120916163,-.507042600361703, 
-.545173120916163,1.95823349105211, 
-.545173120916163,-.507042600361703, 
-.545173120916163,-.507042600361703, 
2.73583828362196,-.507042600361703, 
2.73583828362196,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,1.95823349105211, 
-.545173120916163,-.507042600361703, 
2.73583828362196,-.507042600361703, 
3.20455419855598,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,1.95823349105211, 
-.545173120916163,-.507042600361703, 
-.545173120916163,1.95823349105211, 
-.545173120916163,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,-.507042600361703, 
1.32969053881991,-.507042600361703, 
1.32969053881991,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,1.95823349105211, 
-.545173120916163,-.507042600361703, 
1.32969053881991,-.507042600361703, 
1.32969053881991,-.507042600361703, 
-.545173120916163,1.95823349105211, 
1.32969053881991,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,1.95823349105211, 
-.545173120916163,-.507042600361703, 
-.545173120916163,1.95823349105211, 
-.545173120916163,-.507042600361703, 
-.545173120916163,-.507042600361703, 
.860974623885892,-.507042600361703, 
.860974623885892,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,1.95823349105211, 
-.545173120916163,-.507042600361703, 
.860974623885892,-.507042600361703, 
.860974623885892,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,1.95823349105211, 
-.545173120916163,-.507042600361703, 
-.545173120916163,1.95823349105211, 
-.545173120916163,-.507042600361703, 
-.545173120916163,-.507042600361703, 
1.32969053881991,-.507042600361703, 
1.32969053881991,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,1.95823349105211, 
-.545173120916163,-.507042600361703, 
1.32969053881991,-.507042600361703, 
1.32969053881991,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,1.95823349105211, 
-.545173120916163,-.507042600361703, 
-.545173120916163,1.95823349105211, 
-.545173120916163,-.507042600361703, 
-.545173120916163,-.507042600361703, 
1.32969053881991,-.507042600361703, 
1.32969053881991,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,1.95823349105211, 
-.545173120916163,-.507042600361703, 
1.32969053881991,-.507042600361703, 
1.32969053881991,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,1.95823349105211, 
-.545173120916163,-.507042600361703, 
-.545173120916163,1.95823349105211, 
-.545173120916163,-.507042600361703, 
-.545173120916163,-.507042600361703, 
.392258708951874,-.507042600361703, 
.392258708951874,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,1.95823349105211, 
-.545173120916163,-.507042600361703, 
.392258708951874,-.507042600361703, 
.392258708951874,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,1.95823349105211, 
-.545173120916163,-.507042600361703, 
-.545173120916163,1.95823349105211, 
-.545173120916163,-.507042600361703, 
.392258708951874,-.507042600361703, 
.392258708951874,-.507042600361703, 
.392258708951874,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,1.95823349105211, 
-.545173120916163,-.507042600361703, 
-.545173120916163,1.95823349105211, 
-.545173120916163,-.507042600361703, 
.860974623885892,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,1.95823349105211, 
-.545173120916163,-.507042600361703, 
-.545173120916163,1.95823349105211, 
-.545173120916163,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,-.507042600361703, 
-.545173120916163,-.507042600361703, 
